text,vader_score,textblob_score,roberta_score,bert_score,cnn_score,lstm_score,svm_score,hybrid_score,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,hybrid_sentiment
Had several budget or so called mid range phones. Ive had the best luck with motos. But wanted something different and wanted the bug screen. Decided to take a chance. Ive been blow away. Battery insane. Fast charging boom!  Speakers are super loud. So far anything I've thrown it this phone it's handled with ease.  It worth noting the 108mp camera was not on by default. Turned that on and honestly it take pretty good pictures. Videos are good too. 5g on this thing Flys like s space shuttle. Running it cricket net work (att) zero issues.  Very very impressed with this phone.  The 120 refresh scolling is lag free. And I'm digging the oxygen os system. It's a nice spin on andriod.  Would definitely recommend this. It's a Big screen almost 6.8  with a knock off otter box case it 6.9 all day long.  Very very pleased with my first one plus,0.9953,0.2688405797101449,0.02680321503430605,0.033541105687618256,0.3679823875427246,0.49539804458618164,0.8455036208528648,0.4339977042569868,Positive,Positive,Neutral,Neutral,Negative,Neutral,Positive,Positive
"I tried the pixel & figured I should go back to the one plus. Mine was 4 years old so I was excited to give the newest a shot. It freaking LAGS like no other. God forbid trying to open the camera, especially on a social media app. Fig. Contemplating heavily, returning it. Plus it's freaking huge. The cameras are huge in worried about setting my phone down anywhere & the quality of all 9 cameras is crap. Unimpressed to say the least.",-0.8705,-0.004282407407407406,-0.8920603394508362,-0.8065025210380554,0.5747895240783691,0.7041827440261841,0.6713541569290483,-0.38039822219345004,Negative,Neutral,Negative,Negative,Positive,Positive,Positive,Negative
"I wanted to love this phone.  Really, I did.  But, I don't.  The screen size is good both when closed (like a regular phone) and when open (like a small tablet).  But, the operating software itself is, to put it nicely, very buggy and I personally find the larger screen of limited use.  There just isn't enough software optimized for it to make it valuable.  That said, the stuff that is designed for it is really quite nice.Unfortunately, the camera ""bump"" is more like a mountain and is extremely obtrusive.  Like, really, really huge.  And what in the absolute **** is up with a phone in 2024 that does not have wireless charging built in???  Yes, the high-speed wired charging is great.  But not being able to simply top-up with your car's wireless charger or missing the convenience of just dropping it on a Qi charger when going to bed is absurd.  Absolutely no excuse for omitting it.Overall, a cool idea but not ready for prime time in my opinion.  I'll be going back to a Samsung flagship soon.",0.9891,0.12417582417582416,-0.4499809145927429,0.5595618486404419,0.5009356737136841,0.21762335300445557,0.7649161720216399,0.39755458604903265,Positive,Positive,Negative,Positive,Neutral,Negative,Positive,Positive
"I had to change the telecom operator from metro by T-Mobile to at&t. The description stated that the phone was completely unblocked. It's very uncomfortable, plus it costs money. The phone itself is just amazing, especially after my Samsung a 32.",0.228,0.012500000000000011,0.1364482045173645,-0.46078553795814514,0.6223088502883911,0.723257303237915,0.5646324330078599,0.09615901991341586,Positive,Neutral,Positive,Negative,Positive,Positive,Positive,Neutral
"Hi. I just set up my phone and it is good for the price. However, I did not receive thw case that was stated in what's in the box section in the description. That is why I am giving 3 stars.",0.6486,0.7,0.46358609199523926,0.041010912507772446,0.6798620223999023,0.7232570648193359,0.8070263726911976,0.5320446754388419,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
"a thin persistent green line appeared on the screen only after 10 month of use, I haven't dropped it, wet it, neither the screen or cellphone have any damage at all, yet this green line appeared out of nowhere, one moment I was using whatsapp placed the cellphone over my desk and when I picked it up the green line was there,  it's a manufacturing defect, shame on oneplus, I'd never buy another product from this brand ever again.",-0.8271,-0.18333333333333335,-0.8359041213989258,-0.8526596426963806,0.43480896949768066,0.695439338684082,-0.26949324592122736,-0.5936980686699733,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative
"Dont buy one mine broke in two months one plus has had it for 4 weeks thay cant get parts,ask them to send me new one, big no from support team.waste of money.",-0.7398,0.06818181818181818,-0.9257756471633911,-0.8780854940414429,0.5884004831314087,0.7233097553253174,-0.28342996919344576,-0.5517818584432923,Negative,Neutral,Negative,Negative,Positive,Positive,Negative,Negative
Though this new iteration of the OnePlus phone says it charges wirelessly it is very fickle in it's charging capability. And the battery does not last as long as the OnePlus 7 that I had. Haven't had it long enough to appreciate the Hasselblad camera,0.1531,0.0393939393939394,-0.628656804561615,0.3363010585308075,0.7013411521911621,0.7232331037521362,0.7892083349195059,0.13786930565652758,Positive,Neutral,Negative,Positive,Positive,Positive,Positive,Positive
"The quick charge is awesome, especially considering that it's a 4,500 millith amp hour battery! Fastest change I've ever seen..... I've got TMobile, and the 5G speed is good. Not as quick as I was expecting, like not jaw-dropping, but really good, and it's more consistent than 4G LTE. Easy to transfer data from my Google pixel to the 9 5G. Sensitivity of the phone is good, haven't taken too many pictures, but I took a few from outside that look nice. Surprised that even with multiple apps open, watching stocks on Webull and Robinhood, the phone doesn't get hot. That's indoor use though, if I was using it outside in the heat that might change. Altogether though, this phone's a definite recommend from me. Comes with a kind of cheap prefit screen protector that gets surface scratched pretty easily, but that's probably my only negative point.",0.9846,0.29166666666666663,0.026974117383360863,0.002130034612491727,0.4790610074996948,0.40878188610076904,0.9438453612258061,0.44984323597766507,Positive,Positive,Neutral,Neutral,Neutral,Negative,Positive,Positive
Purchased this as a gift for my techie 17yr old. He really enjoys the features of this phone. It's great for school. It's pen capable and you can find the Oppo pen online (OP hasn't offered one to date). A nice hack for note taking. There's been some glitches here and there that should be worked out with updates. All in all it's an awesome phone if you are looking at alternatives. I believe the OnePlus Open has set the standard for this type of phone. Nicely done.,0.9719,0.3888888888888889,0.011535298312082887,0.004579014610499144,0.47286295890808105,0.6586236953735352,0.7814247091954303,0.4316655822013802,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive
"Bought the phone because of OnePlus reputation for phones with almost native Android, the warp charger and wireless charging. But it did not charge wirelessly despite the claim on the Amazon listing It's confusing since OnePlus makes this phone with and without wireless charging depending on the market and the US is one with wireless charging.The model with wireless charging is LE2115 which is displayed when you go into the phone settings. But the stickers on the outside said LE2110 which the model without wireless charging. It's almost like somebody flashed the LE2115 ROM on a LE2110 phone except the phone came in what looked like genuine OnePlus retail packing with stickers, screen protector and case.Because the phone charges so quickly and not sure if another would be the same decided to keep the phone but Amazon gave me a $120 credit for the incorrect information on the listing.",0.7284,0.030555555555555558,0.514998197555542,-0.3702995181083679,0.3746607303619385,0.13808202743530273,-0.12544598457799833,0.1556416500849463,Positive,Neutral,Positive,Negative,Negative,Negative,Negative,Positive
"Decent price, seems to have decent battery life but I don't use that one as much as the OnePlus 12, it's more of a backup phone with a different carrier in case my regular carrier goes down",0.0,0.12539682539682537,0.23286445066332817,0.06193250231444836,0.6665568351745605,0.723289966583252,0.8701507829748356,0.2580689122698875,Neutral,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
"I was vacillating between purchasing a used Samsung or Google phone but came upon this OnePlus Nord N30 5G. I purchased 4 month old phone on a Amazon special for $237.00 and am absolutely thrilled with it! The price point for used phones all came with refurbished batteries and the reviews came mixed. The 5000mh on the OnePlus is one of the highlights of the phone. I do not game on my phone or use it for photos/video's. The photo's are okay, but the video is only 1080p. However, if you want the android experience with a cheap price, you cannot go wrong. The OxygenOS is close to vanilla and you are able to either uninstall or disable any of the OnePlus apps which is a huge plus.Another nice feature is the fingerprint sensor, it is quite responsive and located on the side of the phone, which is much more convenient than under the screen. It makes you realize how expensive it is for all the bells and whistles that come with the major players like Samsung and Android. The only thing I don't like is just one update eligibly for the Android OS. But, for $237, I'll look past it. I connected a Samsung Galaxy watch so I can enjoy the Samsung Pay without the Samsung pricey phone. Highly recommend for the budget consumer!",0.9889,0.19577067669172935,0.038586934097111225,0.05984514765441418,0.43938636779785156,0.30026209354400635,0.83960683826504,0.42454191934165897,Positive,Positive,Neutral,Neutral,Negative,Negative,Positive,Positive
The phone had trouble turning off. Contacted Amazon tech support which walked me through the reset process. Phone worked fine after the reset. Later found some fine scratches on the screen and initiate a return. Was pass around four times before getting a rep telling me to return for refund. I asked for a replacement and they flatly said no that its not possible. The phone is still available for sale just not for me. Think twice before buying a cellphone from Amazon. Very disappointing as it was a suppose to be a gift.,0.2975,0.02854166666666666,-0.7880135774612427,-0.5955953001976013,0.30840277671813965,0.41822636127471924,-0.33325209048927606,-0.2781638602962907,Positive,Neutral,Negative,Negative,Negative,Negative,Negative,Negative
I really liked the phone. Once the update to Android 14 finished it no longer rang loud enough. Could not get it fixed through OnePlus support so returned to using my Nord 10 and returned back to Amazon,0.6478,0.15999999999999998,0.1492759734392166,-0.3520300090312958,0.5945557355880737,0.7232725620269775,0.10949662904554086,0.14290851869069235,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive
