text,vader,textblob,roberta,bert,cnn,lstm,svm,average_score,sentiment,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,avg_sentiment,nouncount_,verbcount_
"Very fast, no technical issues. Battery life is good but does not last as long as advertised. No micro SD slot is the only negative",-0.8243,0.08714285714285712,0.09269371155678385,0.07459746640935183,1.0,0.8394005,1,0.32421921505225687,0,Negative,Positive,Negative,Negative,Positive,Positive,Positive,Negative,8,3
"Muy satisfecho con la compra realizada, en mi país (Ecuador) funcionó perfectamente sin inconvenientes hasta el momento el teléfono trabaja excelente y la cámara es de lo mejor! Muy rápido en las aplicaciones y funciones que tiene. El sistema operativo que tiene es de lo mejor que existe para Android va rapidisimo.Solo una queja que actualmente no está actualizada la ultima version de OxigenOS pero he leído que en Diciembre ya se podrá lograr para la versión 7 de OnePlus!",-0.7494,0.0,0.22331581527968203,0.0008117246908963965,1.0,0.87590724,1,0.33580496889552924,1,Negative,Neutral,Negative,Negative,Positive,Positive,Positive,Negative,43,5
"In 90th percentile for speed. Has Android 9.0 Pie (finally a very mature and polished OS).  Hard switch for ring/vibrate/mute. Huge screen with no buttons, bezels, or wasted real estate.  Fingerprint sensor right on screen.  Love USB-C not caring about orientation of plug, unlike micro-USB.  Headphones via USB-C or Bluetooth only, since no audio jack.  My phone auto-pairs flawlessly to 7 different remembered BT devices in course of a single week.  Android 9.0 now as slick as PalmOS was with Pre.  Have had some problems with OTG so far, and this seems due to changes made for 9.0 OS.  So glad I migrated away from iOS to Android, and from iPhone to OnePlus.",0.4462,0.08411564625850339,0.060538305455292374,0.011332746238186031,1.0,0.9047458,1,0.5009903593052043,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,45,11
"The phone for it's value is perfect, it feels good to hold and has some of the best specs and best additions for some one who is a tech guy like me. The screen is nice and one of the cleanest screens with the thinnest boarders on any Samsung phone. The squared screen is nice to see come back after seeing a lot of curved screen edges in recent years. I got mine for Amazon's prime day so I think it's worth at full price if your willing to pay that much but on discount it's a must for me. My last phone was a Samsung S9+ so this is a massive jump but we'll worth.",0.9253,0.41999999999999993,0.00024618768607459485,0.003079228519047861,0.0,0.94694597,1,0.47079591164217033,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Neutral,29,17
But out of the box is asking for updates and I really like it.,0.5704,0.2,0.0017074701396368464,0.011549039621636226,1.0,0.91211355,1,0.5279671510123439,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,3,2
THIS IS FALSE ADVERTISING AT ITS WORST. THE PHONES WERE NOT UNLOCKED AND KILLED TWO SIM CARDS. THE FINGERPRINT FEATURE FAILED. AMAZON STILL HAS NOT REFUNDED MY MONEY EVEN THOUGH U.P.S. SHOWS THE RETURNS WERE DELIVERED TO AMAZON ON 5-8-20. WHAT A ROYAL MESS! TO THINK I SPENT OVER $700 ON THIS!,-0.6698,-0.40729166666666666,-0.944781920066458,-0.9084321010306751,0.0,7.890322e-07,1,-0.2757578426759449,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,47,2
"Pros:-Screen is beautiful, a slightly bigger resolution from the previous generation of phones.  Do I really need to say the 120Hz is absolutely stunning?!-Speakers are LOUD, honestly did not expect the level they produce, they are by no means audiophile but they do a good job.-Responsiveness to touch is next level, I've used Apple's and Samsung's flagships, and I really enjoy the  smoothness of transitions between applications, faster than the competitors I have tried.-Oxygen OS is by far one of my favorites of the phone, it's lightweight and not bogged down by anything.-Games run very smooth!-Battery life is pretty amazing, 4500mah last a LONG timeCons-Some people may be turned off that by default Netflix comes installed on the phone(Though the HDR on it is AMAZING LOOKING)-Transitioning from an Apple or Samsung may leave some software features to desire, possibly UI issues you do not like.  However there is a great deal of customization with this phone so it has never been an issue with me.ALEXA-Alexa DOES NOT COME INSTALLED BY DEFAULT, PLEASE STOP DOWN VOTING FOR A PHONE YOU DON'T EVEN HAVE.-That being said if you want alexa, it's in the app store, if not you're set!Conclusion-This phone was controversial in a that it was a flagship, from a company that has historically against flagships.  However, it is an absolutely superb piece of technology that is well worth the money.",0.9946,0.27008547008547007,0.0001261295355662606,0.002698173738645285,0.0,0.84347826,1,0.44442686225487865,0,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,67,42
"Just ordered my phone it came super quick at a discount from Amazon. For $635 , the phone is quick the cameras look really cool on the back but I'm not a fan of how clear they look the picture is fuzzy and is always halfway zoomed in. Coming from lg Google phone from 2017 the samsung ui and ecosystem is mediocre at best, it feels really slippery and unfufilling like every app you open is opened on accident like you just slipped into this app. Counter intuitive power off process(its not the same as to power on wtf ). Bixby sucks to say the least, a lot of wireless half baked features that are impractical. But the phone seems reliable enough, I know how to maximize battery life like first changing the wallpaper to a black and white version, limiting 5g/network(I like how you can easily enable 5g if needed, but who really needs that much power?), and of course keeping no apps running in the background, and putting the phone on do not disturb mode so it doesn't vibrate itself to oblivion, which is weird because the phone forces a lot of notifications even after you turn them off or minimize them. I expected a little cleaner software, honestly would have preferred a brand new s9+, but I couldn't find anything that wasn't refurbished. I turned the 120 Hz refresh rate off and boom the battery is lasting a couple days on the regular love 4500 MA battery. I like the glasstic back, but be warned there is a slippery feel to it so go to eBay and grab a quick 10 buck case to be safe. Overall I'm happy with the device. The expandable storage is very nice and I bought another 128 gigs for 30 bucks at target so I have all the memory I need and more! Just wish I could switch to the Google version of software but keep the Samsung hardware, because those pixels are looking weak! Watching the iphone 12 commercial made me shrug and grateful I had this phone, the price, the value, and the vibe of my mint cloud samsung 20 fe is one that is pretty much unmatched! The box is the phone and charger, the speakers sound is a little above average. The fingerprint reader is solid and practical. Totally worth it.",0.9951,0.12087121212121213,-0.5252957904497917,0.10108167539623736,1.0,2.0679965e-06,1,0.38453702358060077,0,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Negative,93,77
This phone is very nice. The screen is big and vibrant. The pictures are great quality and the response is immediate.,0.8908,0.43666666666666665,4.251402470904775e-05,-2.4196477588855382e-05,1.0,0.887586,1,0.6021529973993242,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,5,5
"Samsung hit the nail on the head with this one. This phone has everything I need and more. The camera is top notch. I find myself leaving my DSLR at home, unless for special occasions. The screen is super clear even in direct sunlight and collects very few fingerprints (its like sorcery). The screen refresh rate also lends itself well to make the phone feel snappy and smooth. It's honestly heaven in my hands. The fast charging is a must, but fast wireless charging is even better. In glass finger print sensor is fast and accurate, you just have to get used to where it is (way better than face ID. However, the battery life is a little short (for heavy loads), but fast charging more for makes up for it. I considered getting the Ultra, but this phone exceeded my expectations in every way. The law of diminishing returns plagues the Ultra waaay too much. Take it from a person who values fast, robust, and cutting-edge tech that the S21 5G will not leave you short handed at nearly half price. It's not the cheaper option, it's the smarter one.",0.9827,0.21567956349206352,0.004863828090588829,0.019213372787694506,1.0,0.8698562,1,0.5846161347329822,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,55,33
"Took a while to receive because weather but arrived and works fine. I would advice to buy an original charger, it flickers when you charge the phone while turned on plus my old Honor charger charged faster.",0.8047,0.2972222222222222,0.06635615782635251,0.04252534119625695,0.0,2.1479984e-06,1,0.3158294098918945,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,9,10
"I purchased an Samsung s22 Ultra (unlocked). I received it and everything about the phone is amazing, except I could not send nor receive any type of picture message on any app it would just instantly say failed. After about 15 customer service calls and transfers, I was told the phone was locked to Verizon, and Verizon won't unlock it because I did not purchase it from them. So I have to return it and purchase a new one.",0.128,0.05909090909090911,-0.17396006040253553,-0.1428719751247587,0.0,0.5481964,1,0.20263646413337724,0,Positive,Positive,Negative,Negative,Negative,Neutral,Positive,Negative,20,17
"Unfortunately, it won't work with ATT.  I have to return, but was hoping to exchange for one that does work with ATT.  I'm sad....been waiting and looking forward to get it.",0.4588,-0.5,-0.310073407711555,0.10642647643348369,0.0,9.998749e-07,-1,-0.17783513305758994,1,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,4,11
"I called Tracfone to authorize my A 35 only to learn that this model bought through Amazon is not compatible with Tracfone.  I was disappointed because I really liked the phone's bright screen,  smooth operation and the pics taken with the camera.",0.5563,0.19,-0.2179245657660278,0.14024567384860687,0.0,1.8720946e-06,1,0.2383747114538787,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,8,10
Awesome customer service!! Great price. Excellent phone!,0.9297,0.9333333333333332,0.00016497793574821173,-0.0003770481554569697,1.0,0.9666364,1,0.6899225260585556,0,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,7,0
Bought from Cellmingo. Came brand new with everything! Would definitely recommend!,0.6988,0.08522727272727272,0.00038331172994462287,-1.7928936424097723e-05,1.0,0.87390804,1,0.5226143854897869,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,5,2
"Purchased this phone assured it would work on the Sprint network. Spent half a day literally trying to get this phone a sim card to activate the phone. Visited my local sprint store, referred me to tech support. Went home spent more time than i wanted with tech support and advanced tech support. Then tried Samsung online customer support then tech support. Finally got someone at live tech support samsung who figured out that even though it show as a unlocked phone it is locked to verizon. Unfortunately I had to return the phone before spending any time with the device. Also as of today still no spare batteries available for this phone, unless your willing to import them from Europe.",0.9337,0.07451790633608815,-0.22408236948770455,-0.3816383105459753,0.0,1.8161687e-06,1,0.20035700606730394,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,35,23
"I have, and still am, an Apple fan. Apple's are my typical daily driver for my personal phone. I picked up a Pixel 8 Pro to use as my second line for work and was disappointed. I then found this, and just wow. Love it. It is speedy, great battery life, takes great pictures, and has good sound quality. The display is really nice on this as well, and love the rounded edges of it. Been awhile since I had a phone with that. This has not replaced my 14 Pro Max for several reasons, I do reach for it more and more. That says something.",0.9814,0.28020833333333334,0.00018592138750953002,0.0033282834026288222,1.0,0.74210733,1,0.5724614099823213,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,27,22
"As stated in the title, this phone has been constantly reading ""no SIM card"" when connected to bluetooth in my car. It will reconnect briefly but then it will repeatedly do the same thing . Conveniently happened right outside of the return window for amazon. Go figure. So now I'm stuck with this garbage phone. This is the second time I've given Oneplus a chance because I really want to like the product, but there are just way too many bugs. Save yourself time, money, and most importantly stress. Just go with any of the major brands instead.",0.8677,0.1771103896103896,-0.7755429947436738,-0.7295861282467312,0.0,1.0006744e-06,1,0.07709746675633893,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,26,19
Hi - my phone is showing this message right after I opened the box. This is an issue with this newly purchased phone. Is there any solution? Otherwise I will return.Thanks,0.3182,0.21103896103896103,-0.48563821652881684,-0.4781003144521443,0.0,1.5142583e-06,1,0.08078599204518785,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,7,7
"Im in love, such a good phone!",0.8122,0.4583333333333333,5.157600409222418e-05,-0.00023856503709272238,1.0,0.90142405,1,0.5959671992330641,0,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,3,0
Excellent quality. Does not come with charger cube.,0.5719,1.0,0.1609502610542699,-0.0358227555018249,1.0,0.85558313,1,0.6503729481236812,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,4,1
"Upgrading from an S10e, so it's not hard to impress me, I guess, though I knew what I was looking for in a new phone. So far it's very good, though I keep having to get used to how much bigger and heavier it is than me old one. Love the color. Must faster processing than my old one and much bigger battery life, but again, that's not hard, haha. So far no issues. Big screen is much easier to read on. I'm still a bit thrown by how big all the app icons are and that you can't make them smaller to fit more on one page but that's whatever.",0.6405,0.1965572390572391,0.01190045845025045,0.009490881242031901,1.0,2.336687e-06,1,0.4083501307766424,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Negative,21,18
"Had my N30 for a couple months now and can say it's as nice as my 7Pro before it and much better than the Pixel 6Pro I'm still using off and on. Everything is buttery smooth, fast and just works great. Pics are great too, although I never had an issue with any of my OnePlus phones pictures. Great battery life and love the fast charging, especially compared to the turtle slow and very picky charging of my Pixel phone. Don't have hands on with any other entry level handsets, but I can't believe the Nord 30 isn't about the best of the bunch.",0.7613,0.39821428571428574,0.0008617532122000005,0.003817098191623968,1.0,0.85324883,1,0.5739202816754422,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,30,12
"I have to say that at first I was very happy with this phone. Until I found out that the 5MP color filter camera lens is just a placebo. There is a feature that we all pay for as part of this $900 (plus) price tag that we are not getting.One feature, and the only feature that uses this lens is the Photochrom feature. I have come to find that after some public complaints about this photo feature they have disabled it and now the camera lens is just sitting there having no purpose and we are paying for this hardware in the cost of the phone.I certainly will be searching for others that are complaining about this and join in with them in whatever solutions they have come up with. But it is in my best interest to not pay for things I do not receive.I'm sure this feature has an added cost of possibly hundreds of dollars and if we are being denied the use of it we should be compensated by OnePlus for having removed it. They should refund us for the feature and they should reduce the ongoing cost of the phone accordingly.In fact they are still advertising the feature even though it doesn't exist on their web page. In the specifications for this phone it states a 5MP color filter camera lens. It doesn't state a 5MP unused camera lens. It is supposed to be present specifically for the Photochrom photo filter feature that is no longer present.There are other quirks that I can mention about this phone but compared to being charged for things I cannot use is bad enough.Amazon has been very good about everything though. They have been very helpful. The first one I received had an issue where there was no response to touch on the screen and they promptly replaced it for me. Great job Amazon. Thanks.",0.9758,0.25289915966386556,-0.3437454532551365,0.07189186411078108,0.0,4.0560517e-06,1,0.27954994665302907,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,70,70
"Awesome phone, after more than a year of use it remains as fast and as good as new. Nothing more to say.",0.7906,0.506060606060606,0.0003306794728465956,3.9243829994812574e-05,1.0,0.9000073,1,0.5995768338418423,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,6,2
Nice that it didn't have the auto pop up of the nuisance Auto Helper from the left side button where your finger holds the phone. I didn't find the VOLUME or clarity (either with or without headset) up to the standard of the S10+'s.  It was lovely for me to have a simple plug-in for my earphones headset. We liveaboard but haven't had to test the water resistance on this S10+ yet!,0.7304,0.22000000000000003,0.045527910298283736,0.04680044301444042,0.0,0.91395074,1,0.42238272780053865,-1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,18,12
"I came from a Galaxy Note 10+ and before that Note 9. This phone has superior hardware and software. I had it for about a month and had zero issues. I do wish it had a stylus like the Note series but its a small sacrifice for a superb product with a very affordable price tag. The phone has a lot of support for customization on XDA Developers website. Even after customizing the software and adding extra features I get roughly 23 hours of battery life (normal to heavy use). In comparison, my Note 9 and 10+ lasted about 15 - 20 hours with similar use. The camera system is great, especially the Macro feature. The phone came with minimal bloatware (which was swiftly removed) and works smoothly as though I just got it today. The phone it works great on T-Mobile and At&T (two I tested). Internet speed on 5G is mind-blowing (over 150 Mbps in locations with strong signal). I just wish the OnePlus 8 Pro 2025 version with 256 GB Rom and 12 GB Ram came in green. I highly recommend!",0.9918,0.22549019607843135,0.0022159662249801593,0.03401744353113029,1.0,0.9352091,1,0.5983903859017999,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,52,31
I have no problem with the seller. I do suggest getting even a OnePlus 8t or a 8 pro because this phone is even slower than those. Even the camera is bad.,-0.3054,-0.6999999999999998,-0.2312745319611993,-0.13631648914465933,0.0,6.134891e-07,1,-0.053284343945254324,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,5,6
"Vengo de un samsung j7 (2016) y tener este celular es tan bello, es un gran cambio me agrada tanto, me encanta que venga desbloqueado de fábrica, soy de Honduras tengo Red Tigo y me funcionó al 100% desde la primera vez que le puse el chip, no me toco andar activando el celular y gastando de más, el reconocimiento facial no lo he probado, el lector de huella siento que le cuesta siempre tengo que poner mi dedito mínimo dos veces porque no lo reconoce, creo que se descarga un poco rápido, esta en 100% me pongo a jugar un ratito y ya lo tengo en 97 y un juego que no es taan difícil (Beach buggy) , aveces siento que se caliente por la parte de arriba al lado de la cámara por creo que es porque paso pegada en el cel todo el día y la temperatura ambiental acá no ayuda, cuando lo pongo a cargar carga rápido en aproximadamente 1 hora y 10 o 30 mints., la cámara trasera es sensacional me encanta su modo de noche es muy nitida, la cámara delantera no me dejo muy feliz si no estas en buenas condiciones de luz se verá rara la foto, el video en 4k está asombroso, tiene buenas funciones el celular, la verdad lo recomiendo un montón el color es bello. En su caja solo venía el celular, el cargador y algunos papeles. Si estas interesado en este celular compralo, es una buena elección, no te arrepentirás.",-0.9274,0.0,0.6281766163698139,0.01786300226236026,1.0,1.8815648e-06,1,0.24552021431385332,-1,Negative,Neutral,Positive,Negative,Positive,Negative,Positive,Negative,129,17
just OK - as expected.,0.296,0.2,0.27265151924094067,0.011927925460844258,0.0,0.82956505,1,0.3728777847027941,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,1,0
Love this ouone,0.6369,0.5,0.0006243036157673187,-0.0032432887867474697,1.0,0.92112267,1,0.5793433835718093,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,1,1
The only thing I don't like is the odd color of the first number of the Clock on the standby Screen. I've asked that they give the User an option to have standard color over 2 years ago.👿👿👿,-0.9187,0.020833333333333336,-0.7730942149521516,0.06296847318757326,0.0,0.89558965,1,0.04108532017800453,1,Negative,Positive,Negative,Negative,Negative,Positive,Positive,Negative,10,5
"I've always heard great this about the Samsung Flip 5 and decided to purchase one for a friend. After about a month the screen went so she contacted Samsung, who instructor her to send it to them. I have many Samsung phones, however this particular one does not live up to the Samsung name. Samsung is requesting 345.00 to fix. Are there no 1 year warranty on these phones? I would not recommend",0.6111,0.34962121212121217,-0.38050033804892625,-0.2391023399560206,0.0,0.853885,1,0.3135719327285626,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,18,13
This is just great!Battery last long enough!Color is as expected.  Camera is goodThis is an amazing phone,0.658,0.11250000000000002,4.488621257627001e-05,-8.036990843883138e-05,1.0,0.9094968,1,0.5257087572163347,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,3,6
"I bought this phone because I am sick and tired of the recent trend of smartphone designs such as the notch, or removing the headphones port. This phone is still quite powerful even at almost 2 years old now, has absolutely brilliant battery (100% SOT estimated at 11 hours, mixed usage estimated at 35 hours), and most importantly, still doesn't have a notch, and still has a headphone port. It's sad that so many phone manufacturers feel the need to follow these trends of thinner phones with no bezel to the detriment of both removing useful features and also making ugly design choices like the notch.One negative I would say is the phone is too thin and slippery. You will need a case. But that's nothing compared to how awesome the phone is, even in 2019!",0.6369,0.05798319327731094,-0.38943377113986877,0.05195683979027077,0.0,9.4608674e-07,1,0.1939153154306366,0,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,38,21
"This phone has been indestructible for 3 yrs now. I work in an automotive shop. Drop all the time, gets wet often. It even went through a heavy duty washing machine cycle when I left it in my pants. That was a year and a half ago. LOL. Works perfect and Samsung keeps updating these because they don't have a new one in the pipeline.",0.7184,0.20995670995670995,0.007073988778236728,-0.34013090603376805,0.0,1.010989e-06,1,0.227900114812878,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,14,12
"Update:I'm still very happy with my purchase of this Samsung phone. Today I was using it to take pictures of ants in my patio area. The picture came out stove crystal clear... And when I zoom in you can see every single details of the ants. I decided to use a picture as part of my review for this phone. Again loving this phone and the pictures are amazing.Loving the feel, look and style.Set-up was easy.  There is a slot for a SIM card (although not required to use cell phone) it made set-up so easy for me. I installed my Cricket SIM card, got it connected the network & WiFi and got it going.  The phone eventually prompted me (asked me)  to switch over the to internal eSIM card which would give me greater functionality and I said yes.  Set-up completed.  I'm definitely enjoying my phone and my daughter loves the stylist.  Also Samsung's costumers service was amazing....during the initial set-up I forgot my Samsung account password - with one phone call and in less than 3 mins  a customer service agent talked me through a simple work around.  Even my husband was impressed with the quick response and time to resolution.I will update my review over time.  For now....I'm in Love.",0.9902,0.34412698412698417,0.000327049228148385,0.005129179502890525,0.0,9.7563325e-06,1,0.3342561384557854,0,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,66,35
Upgrade ed from a 3-year-old Oneplus 3T and have not been disappointed. Great choice.,-0.1877,0.025000000000000022,0.0187761669310349,0.00031507834597120817,0.0,0.94277483,1,0.2570237253608134,-1,Negative,Positive,Negative,Negative,Negative,Positive,Positive,Negative,5,2
Have had this phone for a little bit now and I will say it's an amazing phone. It's very fast and the charging is fast and the battery life is amazing! My battery lasts all day long when my old phone barley kept a charge. This phone was 110% worth it!,0.8774,0.25593750000000004,7.087301341342223e-05,0.00016182116948989096,1.0,0.73371994,1,0.5524700198766889,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,16,9
This phone touchscreen failed after 8 months and became completely unresponsive. Was returned for refund under Asurion policy. Did not connect to cellular networks as reliably as my Samsung Galaxy S9.,-0.5106,-0.2,-0.9099246377645152,-0.655772128585102,0.0,2.6129078e-06,1,-0.182327736205975,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,12,4
"Everything about the device is as you would expect (pretty great) except for one thing...it's bent.Not a big bend mind you, but a very very slight one that even the technician I ended up bringing it to did not see it at first. One area of the screenlooked a little off to me but I thought my eyes were playing tricks on me and pushed through. I noticed the bend( which slightly warped part of the screen) about a week in but ignored it because it could only be seen under certain conditions and because i believed it to be harmless. However within a few weeks I noticed that the touch detection when I'm typing often messes up, especially when I'm using swipe. Not only that but after applying a screen protector the issue becomes very obvious as it's never able to properly adhere to the warped area of the screen. I contacted Amazon about the problem and was told there was nothing that could be done because my complaint  was outside their ""satisfactory window"". Now I'm left with a device with a factory defect that I have to pay out of pocket to fix. Now I understand why my friends refuse to buy certain tech items from Amazon.Other aspects of the phone are pretty great safe for the fingerprint reader which is a bit hit or miss but I'm not sure if it's meant to be that way or just a result of the aforementioned bend.",0.9424,0.07115575396825398,0.014485141086302722,0.08799092859098356,0.0,7.623635e-07,1,0.30229036942986676,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,51,45
"Amazing phone games,photos and warp charging is amazing",0.8225,0.6000000000000001,0.00022215154722596275,-0.00043876402010249076,1.0,0.8648105,1,0.6124419876997322,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,4,3
Would not accept my 2 factor authentication for work.  Would receive other texts but was glitchy what worked and when,-0.1511,-0.125,-0.599146474302687,0.1233893723641799,0.0,1.2223494e-06,1,0.03544916005869853,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,5,5
"This phone has everything I could ask for.  I usually buy the high-end Samsung Galaxy phones, but decided to try one that didn't cost as much.  This one exceeded my expectations.  As far as I can tell, it has all the great features my high-end Samsung phone has.  Plus, I'm old school and still want the microphone plug in and the SD card slot, which this phone has.  I understand the newest ones are phasing out these features.  It also mirrors to smart tv's.  Of course, the camera is pretty great too.  I highly recommend this phone.",0.9783,0.2638095238095238,0.00017758230558162502,0.0007301223321263873,1.0,0.91372013,1,0.593819622766806,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,29,17
"Horrible purchase. Worked well for 8 months, never dropped it. After 8 months screen started flickering with a white line across the hinge on the screen. Bottom part of screen unresponsive and whited out eventually.Would NOT recommend.",-0.5439,-0.5,-0.377120253215697,-0.727478970519177,0.0,1.8118889e-06,1,-0.16407105883514417,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,11,6
Camera is amazing!!! Fearures are on par with more expensive phones. My grandson is thrilled with it. A little large to fit in some of his pockets. We will just keep that in mind when buying new clothing.,0.8693,0.27039366883116883,0.00047672723950814566,0.0023079323662042184,1.0,0.79651105,1,0.562712768925126,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,10,7
"In the past, I've really liked most of the OnePlus hardware, so this was a first bad experience with the brand for me.I experienced a lot of bugs and problems right out of the box with the OnePlus 9:  Phone running very hot while totally idle; short battery life; LTE signal half as strong as my OnePlus 6T (and lots of dropouts).I'm an experience software engineer and I spent hours trying to get the updater to work correctly.  It kept failing to download any full or incremental updates, crashing and exhibiting UI bugs.  It eventually managed to pull and install one large OTA update, rebooted.  I expected Android 12 or 13 afterwards, nope, still android 11, but now the phone partially thinks its a Global/EU model, despite the IMEI indicating a US region.It automatically started a new, smaller incremental OTA update, which soft-bricked the phone.  Yay.  I was able to recover it from fastboot, but only by manually flashing an OOS12 image OnePlus support gave me.  After getting it running again, it refused to update anymore, despite being one Android version, 10 months and ~6 incremental updates behind the current version.What happend?  Well, OnePlus has started merging OxygenOS and ColorOS codebases, which has been a bit of a disaster and resulted in a lot of the development community and users losing confidence in the last year or so.One of the most recent incremental OTA updates OnePlus pushed out around month ago bricked thousands of devices.  OnePlus pulled the update down a week or two later, but not after a lot of 9/9pro users suddenly lost access to their devices.  I'd recommend staying away from anything newer than an 8T until OOS is in a better state.",0.7577,0.11408249158249159,-0.14842179350164653,-0.05792578940592108,0.0,7.672986e-07,1,0.23791938228193427,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,88,47
Have owned several Samsung's but this one is very slow and I find myself having to reset it several times a week because it will lag or totally freeze up.,-0.3314,-0.09750000000000002,-0.8534721751646756,0.24400924261575696,0.0,0.6878873,1,0.092789196918976,1,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,5,6
"The service was great, the product amazing",0.836,0.7000000000000001,0.00010102171465486975,-0.0003726628711830243,1.0,0.857281,1,0.6275727697239811,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,3,2
"This is the OnePlus 8 pro with the 128GB storage accounting for the lower price. To me it isn't worth the extra money for more storage. To someone else it might be with the money for that upgrade. This is my 4th OnePlus device. Definitely the best. Right off I'm impressed with the 5G signal I get from the T-Mobile network. With just a bar or 2 signal strength it's like full strength 4G. No problem at all sending or receiving pictures with that weak signal.The other thing to mention is how much fun the camera is to play with (if you have time). I've taken a few hours one day to go through different features: slow-mo, time lapse, color filter, panarama, 48 megapixel, and 12 megapixel. If you don't have time to play with settings in camera it will still simply take a great shot.The bigger battery is nice. A normal day for me at work would be that I listen to music on Bluetooth headphones for about 6 hours, normal check or send a few messages, gander through news headlines at lunch and still have over 60% battery at the end of day.The software from OnePlus is really good because it allows you to set different things for your own taste. Not just a wall paper or icons but themes, ringtones (your own from external storage), vibrations, to name a few.This is basically my highlight real for this device.",0.9606,0.2552197802197802,0.0012080616471489558,0.05158639027731837,0.0,1.4007916e-06,1,0.32408794756226034,0,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,71,29
"Someone stated that it doesnt work on cricket. But Ive been using cricket all along. The one thing I really hate is not specific to this phone. The charging port will always stop working, Im sure weve all been there, trying to twist the cord this way or that, until it makes the charging beep, then carefully walking away hoping it continues, the slightest vibration may cause the cable to shift, then your fighting to get that magic beep again. Havent been able to use the fast charge in nearly a year, had to resort to the magnetic cables. which only charge slow, but they do work. But the phone itself, very fast!!! always responsive, never a hiccup. Amazon keeps throwing suggestions for new phones at me, I actually found myself looking at the current phones thinking, well,.. ive had this one a while. Im almost decided on a new one, before i brought up gsm arena to compare to my current phone. OMG im running 12gb ram in this!? ive never run out of space, or seen a low disk space notification. battery still lasts all day listnening to music, with 4G/5G and wifi, bluetooth on all the time. if only i could use the fast charge..... Superb phone!",0.7613,0.1290269886363636,-0.47371411994516555,-0.08094256866623639,1.0,1.0959546e-06,1,0.33366734228280087,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Negative,56,45
The camera is great.  The phone is great.The battery lasts about 3 hours max.  The face recognition works about 10% of the time.  Fingerprint less often.,0.6249,0.3166666666666667,0.0006530701030363906,0.05293470416948609,1.0,0.8417622,1,0.5481309465765614,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,8,6
