text,vader_score,textblob_score,roberta_score,bert_score,cnn_score,lstm_score,svm_score,hybrid_score,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,hybrid_sentiment,noun_count,verb_count
Had several budget or so called mid range phones. Ive had the best luck with motos. But wanted something different and wanted the bug screen. Decided to take a chance. Ive been blow away. Battery insane. Fast charging boom!  Speakers are super loud. So far anything I've thrown it this phone it's handled with ease.  It worth noting the 108mp camera was not on by default. Turned that on and honestly it take pretty good pictures. Videos are good too. 5g on this thing Flys like s space shuttle. Running it cricket net work (att) zero issues.  Very very impressed with this phone.  The 120 refresh scolling is lag free. And I'm digging the oxygen os system. It's a nice spin on andriod.  Would definitely recommend this. It's a Big screen almost 6.8  with a knock off otter box case it 6.9 all day long.  Very very pleased with my first one plus,0.9953,0.07227525729888681,0.0010164034265605082,0.02995767692992024,0.3908963203430176,0.38329803943634033,0.787804400153852,0.37727074756184387,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Positive,55,22
"I tried the pixel & figured I should go back to the one plus. Mine was 4 years old so I was excited to give the newest a shot. It freaking LAGS like no other. God forbid trying to open the camera, especially on a social media app. Fig. Contemplating heavily, returning it. Plus it's freaking huge. The cameras are huge in worried about setting my phone down anywhere & the quality of all 9 cameras is crap. Unimpressed to say the least.",-0.8705,-1.8339013203017305e-05,-0.7878478648304965,-0.6254990054810776,0.5283873081207275,0.6264766454696655,0.5922379992243056,-0.3383254420200944,Negative,Negative,Negative,Negative,Neutral,Positive,Positive,Negative,19,19
"I wanted to love this phone.  Really, I did.  But, I don't.  The screen size is good both when closed (like a regular phone) and when open (like a small tablet).  But, the operating software itself is, to put it nicely, very buggy and I personally find the larger screen of limited use.  There just isn't enough software optimized for it to make it valuable.  That said, the stuff that is designed for it is really quite nice.Unfortunately, the camera ""bump"" is more like a mountain and is extremely obtrusive.  Like, really, really huge.  And what in the absolute **** is up with a phone in 2024 that does not have wireless charging built in???  Yes, the high-speed wired charging is great.  But not being able to simply top-up with your car's wireless charger or missing the convenience of just dropping it on a Qi charger when going to bed is absurd.  Absolutely no excuse for omitting it.Overall, a cool idea but not ready for prime time in my opinion.  I'll be going back to a Samsung flagship soon.",0.9891,0.015419635309745201,-0.10884809943570062,0.2966134182592626,0.4759519100189209,0.2547433376312256,0.6713491308322934,0.3727268169931201,Positive,Positive,Negative,Positive,Neutral,Negative,Positive,Positive,42,36
"I had to change the telecom operator from metro by T-Mobile to at&t. The description stated that the phone was completely unblocked. It's very uncomfortable, plus it costs money. The phone itself is just amazing, especially after my Samsung a 32.",0.228,0.0001562499999999989,0.06275403679356018,-0.11644935958962455,0.6297732591629028,0.6301131248474121,0.48483376726332045,0.1318589388934512,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,8,10
"Hi. I just set up my phone and it is good for the price. However, I did not receive thw case that was stated in what's in the box section in the description. That is why I am giving 3 stars.",0.6486,0.48999999999999994,0.15413979466414673,0.026829559677995496,0.6534905433654785,0.6301121711730957,0.7153315494799202,0.4069801807644124,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,11,9
"a thin persistent green line appeared on the screen only after 10 month of use, I haven't dropped it, wet it, neither the screen or cellphone have any damage at all, yet this green line appeared out of nowhere, one moment I was using whatsapp placed the cellphone over my desk and when I picked it up the green line was there,  it's a manufacturing defect, shame on oneplus, I'd never buy another product from this brand ever again.",-0.8271,-0.03361111111111112,-0.6782136397416041,-0.7166813138870128,0.47979068756103516,0.6264337301254272,-0.27819267353495347,-0.5067597476549363,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative,22,11
"Dont buy one mine broke in two months one plus has had it for 4 weeks thay cant get parts,ask them to send me new one, big no from support team.waste of money.",-0.7398,0.004648760330578504,-0.8524561135456785,-0.761099026695159,0.602543830871582,0.6300868988037109,-0.26945518396104096,-0.52363231277426,Negative,Positive,Negative,Negative,Positive,Positive,Negative,Negative,11,6
Though this new iteration of the OnePlus phone says it charges wirelessly it is very fickle in it's charging capability. And the battery does not last as long as the OnePlus 7 that I had. Haven't had it long enough to appreciate the Hasselblad camera,0.1531,0.0015518824609733683,-0.30168721162420375,0.18312579633925008,0.6792047023773193,0.6301277875900269,0.6889748223388554,0.14501305790297503,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,9,8
"The quick charge is awesome, especially considering that it's a 4,500 millith amp hour battery! Fastest change I've ever seen..... I've got TMobile, and the 5G speed is good. Not as quick as I was expecting, like not jaw-dropping, but really good, and it's more consistent than 4G LTE. Easy to transfer data from my Google pixel to the 9 5G. Sensitivity of the phone is good, haven't taken too many pictures, but I took a few from outside that look nice. Surprised that even with multiple apps open, watching stocks on Webull and Robinhood, the phone doesn't get hot. That's indoor use though, if I was using it outside in the heat that might change. Altogether though, this phone's a definite recommend from me. Comes with a kind of cheap prefit screen protector that gets surface scratched pretty easily, but that's probably my only negative point.",0.9846,0.08506944444444439,0.0010427789092501971,0.002092278947214142,0.3793143033981323,0.28545427322387695,0.9046182025034738,0.39548454096087654,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Positive,40,23
Purchased this as a gift for my techie 17yr old. He really enjoys the features of this phone. It's great for school. It's pen capable and you can find the Oppo pen online (OP hasn't offered one to date). A nice hack for note taking. There's been some glitches here and there that should be worked out with updates. All in all it's an awesome phone if you are looking at alternatives. I believe the OnePlus Open has set the standard for this type of phone. Nicely done.,0.9719,0.15123456790123452,0.00021756996289355734,0.004276202782870695,0.4987502098083496,0.591214656829834,0.6996720534323505,0.36546007881586984,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,27,15
"Bought the phone because of OnePlus reputation for phones with almost native Android, the warp charger and wireless charging. But it did not charge wirelessly despite the claim on the Amazon listing It's confusing since OnePlus makes this phone with and without wireless charging depending on the market and the US is one with wireless charging.The model with wireless charging is LE2115 which is displayed when you go into the phone settings. But the stickers on the outside said LE2110 which the model without wireless charging. It's almost like somebody flashed the LE2115 ROM on a LE2110 phone except the phone came in what looked like genuine OnePlus retail packing with stickers, screen protector and case.Because the phone charges so quickly and not sure if another would be the same decided to keep the phone but Amazon gave me a $120 credit for the incorrect information on the listing.",0.7284,0.0009336419753086388,0.13358747419398864,-0.02926090478122534,0.27478837966918945,0.3299078941345215,-0.05246264920551866,0.15623951243651066,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Positive,47,21
"Decent price, seems to have decent battery life but I don't use that one as much as the OnePlus 12, it's more of a backup phone with a different carrier in case my regular carrier goes down",0.0,0.015724363819601916,0.06765931982222195,0.0247618438425663,0.6742295026779175,0.6300997734069824,0.7976248097445703,0.1811540674457921,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,11,5
"I was vacillating between purchasing a used Samsung or Google phone but came upon this OnePlus Nord N30 5G. I purchased 4 month old phone on a Amazon special for $237.00 and am absolutely thrilled with it! The price point for used phones all came with refurbished batteries and the reviews came mixed. The 5000mh on the OnePlus is one of the highlights of the phone. I do not game on my phone or use it for photos/video's. The photo's are okay, but the video is only 1080p. However, if you want the android experience with a cheap price, you cannot go wrong. The OxygenOS is close to vanilla and you are able to either uninstall or disable any of the OnePlus apps which is a huge plus.Another nice feature is the fingerprint sensor, it is quite responsive and located on the side of the phone, which is much more convenient than under the screen. It makes you realize how expensive it is for all the bells and whistles that come with the major players like Samsung and Android. The only thing I don't like is just one update eligibly for the Android OS. But, for $237, I'll look past it. I connected a Samsung Galaxy watch so I can enjoy the Samsung Pay without the Samsung pricey phone. Highly recommend for the budget consumer!",0.9889,0.03832615785233761,0.0020221252714502924,0.04308536545339747,0.3754565715789795,0.3103752136230469,0.7830002783416987,0.3710667853837768,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Positive,63,37
The phone had trouble turning off. Contacted Amazon tech support which walked me through the reset process. Phone worked fine after the reset. Later found some fine scratches on the screen and initiate a return. Was pass around four times before getting a rep telling me to return for refund. I asked for a replacement and they flatly said no that its not possible. The phone is still available for sale just not for me. Think twice before buying a cellphone from Amazon. Very disappointing as it was a suppose to be a gift.,0.2975,0.0008146267361111123,-0.5882919061426941,-0.250972847635313,0.2506603002548218,0.49968695640563965,-0.19323979093130467,-0.14683798359464015,Positive,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,28,16
I really liked the phone. Once the update to Android 14 finished it no longer rang loud enough. Could not get it fixed through OnePlus support so returned to using my Nord 10 and returned back to Amazon,0.6478,0.025599999999999973,0.06844382983152197,-0.046981308467456184,0.615214467048645,0.6300971508026123,0.08330147781275969,0.1556327998353651,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,8,9
